,tempi,Vin,Vout1,Vout0.1,Vout0.01
79,0.079,1,0.07596006002464445,0.5461551919085215,0.9996292579391767
80,0.08,1,0.0768836379711656,0.5506710218168164,0.9996645388798563
81,0.081,1,0.07780629281880672,0.5551419179935557,0.9996964622853707
82,0.082,1,0.07872802548993346,0.5595683275647765,0.999725347728895
83,0.083,1,0.0796488369057894,0.5639506932379382,0.9997514844377499
84,0.084,1,0.08056872798649609,0.5682894533495053,0.9997751339644472
85,0.085,1,0.08148769965105297,0.572585041911875,0.9997965334160858
86,0.08600000000000001,1,0.08240575281733747,0.576837888659651,0.9998158962598874
87,0.08700000000000001,1,0.08332288840210496,0.5810484190952625,0.9998334156905708
88,0.088,1,0.08423910732098867,0.5852170545339288,0.9998492674992263
89,0.089,1,0.08515441048849991,0.5893442121479713,0.999863610876336
90,0.09,1,0.0860687988180278,0.5934303050063936,0.9998765895313002
91,0.091,1,0.08698227322183948,0.5974757413448586,0.9998883325936945
92,0.092,1,0.08789483461107997,0.6014809252905678,0.9998989585590538
93,0.093,1,0.0888064838957723,0.6054462574012395,0.9999085740937174
94,0.094,1,0.08971722198481737,0.6093721342347331,0.999917274245265
95,0.095,1,0.09062704978599406,0.613258948384065,0.9999251466018859
96,0.096,1,0.09153596820911403,0.6171070885115866,0.999932270053108
97,0.097,1,0.09244397819814085,0.6209169393823278,0.9999387151748609
98,0.098,1,0.0933510806716657,0.6246888818965057,0.9999445470547954
99,0.099,1,0.09425727653666914,0.6284232931211969,0.9999498242209136
100,0.1,1,0.09516256669909165,0.6321205463211748,0.9999545989039328
101,0.101,1,0.09606695206383362,0.6357810109889114,0.9999589193292836
102,0.10200000000000001,1,0.09697043353475539,0.639405052873744,0.9999628286699198
103,0.10300000000000001,1,0.09787301201467721,0.6429930340102065,0.9999663655168948
104,0.10400000000000001,1,0.09877468840537923,0.6465453130375306,0.9999695657192232
105,0.105,1,0.09967546360760154,0.6500622463538349,0.9999724621037971
106,0.106,1,0.10057533852104418,0.653544185861331,0.9999750828365526
107,0.107,1,0.10147431404436705,0.6569914797705546,0.9999774540032359
108,0.108,1,0.10237239107519003,0.6604044728148388,0.9999795997116253
109,0.109,1,0.10326957051009286,0.663783506281946,0.9999815414095832
110,0.11,1,0.10416585324461528,0.6671289180451423,0.9999832980827178
111,0.111,1,0.10506124017325685,0.6704410425937103,0.9999848874682696
112,0.112,1,0.10595573218947717,0.6737202110629045,0.9999863258011673
113,0.113,1,0.10684933018569566,0.6769667512633462,0.999987627123441
114,0.114,1,0.1077420350532917,0.6801809877098599,0.9999888044528008
115,0.115,1,0.10863384768260462,0.6833632416497493,0.9999898698590685
116,0.116,1,0.10952476896293362,0.6865138310905148,0.9999908340311952
117,0.117,1,0.11041479978253785,0.6896330708270741,0.9999917063566931
118,0.11800000000000001,1,0.11130394102863639,0.692721273124353,0.9999924956344044
119,0.11900000000000001,1,0.1121921935874082,0.6957787473306926,0.9999932101029336
120,0.12,1,0.1130795583439922,0.6988057992074121,0.9999938561633476
121,0.121,1,0.11396603618248727,0.7018027314714403,0.9999944407964908
122,0.122,1,0.11485162798595208,0.7047698438247902,0.9999949698421273
123,0.123,1,0.11573633463640537,0.707707432983648,0.9999954485129314
124,0.124,1,0.1166201570148257,0.7106157927070753,0.9999958814851044
125,0.125,1,0.1175030960011516,0.7134952138253251,0.999996273225886
126,0.126,1,0.11838515247428148,0.7163459842677711,0.9999966278157953
127,0.127,1,0.11926632731207375,0.7191683890904506,0.9999969489314251
128,0.128,1,0.12014662139134664,0.7219627105032211,0.9999972397559302
129,0.129,1,0.12102603558787838,0.7247292278965302,0.9999975031088427
130,0.13,1,0.12190457077640708,0.7274682178677987,0.9999977414176525
131,0.131,1,0.12278222783063081,0.7301799542846573,0.9999979567072806
132,0.132,1,0.1236590076232075,0.7328647085214578,0.9999981512394569
133,0.133,1,0.12453491102575505,0.735522749104386,0.9999983273260298
134,0.134,1,0.12540993890885127,0.7381543418441249,0.9999984866542325
135,0.135,1,0.1262840921420339,0.7407597499027739,0.9999986306528991
136,0.136,1,0.12715737159380058,0.7433392338193215,0.9999987605977894
137,0.137,1,0.12802977813160887,0.745893051534779,0.9999988781595057
138,0.138,1,0.1289013126218763,0.7484214584169747,0.999998984608867
139,0.139,1,0.12977197593171488,0.7509247072850082,0.9999990809908688
140,0.14,1,0.13064176898877505,0.7534030484333651,0.9999991701336097
141,0.14100000000000001,1,0.1315106926930647,0.7558567296556926,0.9999992478312545
142,0.14200000000000002,1,0.13237874791362123,0.7582859962682348,0.9999993188623214
143,0.14300000000000002,1,0.13324593551859304,0.7606910911329289,0.9999993835445786
144,0.14400000000000002,1,0.1341122563752398,0.7630722546801618,0.9999994421957947
145,0.145,1,0.13497771134993206,0.7654297251066792,0.9999994951781903
146,0.146,1,0.13584230130815167,0.7677637383461652,0.9999995430899455
147,0.147,1,0.13670602711449142,0.7700745278060905,0.9999995863886878
148,0.148,1,0.13756888963265526,0.7723623245695552,0.9999996255007934
149,0.149,1,0.13843088972545825,0.7746273574185999,0.9999996608526387
150,0.15,1,0.1392920282548265,0.7768698528565685,0.9999996928704904
151,0.151,1,0.14015230608179724,0.779090035130185,0.9999997218246265
152,0.152,1,0.1410117240665188,0.7812881262513455,0.9999997479365615
153,0.153,1,0.14187028306825056,0.7834643460186225,0.999999771537123
154,0.154,1,0.14272798394536307,0.7856189120384861,0.9999997929571384
155,0.155,1,0.1435848275553379,0.7877520397462373,0.9999998125274349
156,0.156,1,0.14444081475476775,0.789863942426657,0.9999998305110265
157,0.157,1,0.14529594639935645,0.7919548312343682,0.9999998468109637
158,0.158,1,0.1461502233439188,0.7940249152312564,0.9999998615447147
159,0.159,1,0.14700364644238084,0.7960744015513469,0.999999874877422
160,0.16,1,0.14785621654777964,0.7981034951843743,0.9999998869742279
161,0.161,1,0.14870793451226336,0.8001123990453174,0.9999999006105267
162,0.162,1,0.14955880118709122,0.8021013140283512,0.9999999094315852
163,0.163,1,0.15040881742263362,0.804070439026408,0.9999999176771125
164,0.164,1,0.15125798406837201,0.8060199709504814,0.9999999253471082
165,0.165,1,0.15210630197289893,0.8079501047486772,0.9999999324415725
166,0.166,1,0.152953771983918,0.8098610334250071,0.9999999389605054
167,0.167,1,0.15380039494824393,0.8117529480579279,0.9999999449158736
168,0.168,1,0.15464617171180262,0.8136260378186253,0.9999999503717735
169,0.169,1,0.1554911031196309,0.8154804899890432,0.9999999553376994
170,0.17,1,0.15633519001587684,0.8173164899796561,0.9999999598136513
171,0.171,1,0.15717843324379954,0.8191342213469877,0.9999999637996292
172,0.17200000000000001,1,0.1580208336457692,0.8209338659205225,0.9999999672956331
173,0.17300000000000001,1,0.15886239206326708,0.8227156038248347,0.9999999703722293
174,0.17400000000000002,1,0.1597031093368856,0.8244796132450267,0.9999999731857956
175,0.17500000000000002,1,0.16054298630632827,0.8262260705884054,0.9999999757420182
176,0.176,1,0.1613820238104096,0.8279551505037912,0.999999978040897
177,0.177,1,0.16222022268705533,0.8296670258982809,0.9999999800824322
178,0.178,1,0.1630575837733022,0.8313618679537754,0.9999999818666808
179,0.179,1,0.1638941079052981,0.8330398461432759,0.9999999834658899
180,0.18,1,0.16472979591830192,0.8347011282469458,0.9999999849445708
181,0.181,1,0.16556464864668377,0.8363458803679407,0.9999999863027231
182,0.182,1,0.16639866692393718,0.8379742669480053,0.9999999875403472
183,0.183,1,0.16723185159506254,0.8395864507828364,0.9999999886574429
184,0.184,1,0.16806420350377835,0.8411825930372148,0.9999999896560625
185,0.185,1,0.16889572348253853,0.8427628532599016,0.9999999905732023
186,0.186,1,0.1697264123629448,0.8443273893983044,0.9999999914225817
187,0.187,1,0.17055627097574666,0.8458763578216718,0.9999999922042005
188,0.188,1,0.17138530015084144,0.8474099136567488,0.9999999929180591
189,0.189,1,0.17221350071727412,0.8489282104073842,0.999999993564157
190,0.19,1,0.1730408735032376,0.8504313999102577,0.9999999941460158
191,0.191,1,0.1738674193360725,0.8519196324897229,0.9999999946824956
192,0.192,1,0.17469313904226721,0.853393056972377,0.9999999951763899
193,0.193,1,0.17551803344745792,0.8548518207014378,0.9999999956276991
194,0.194,1,0.17634210337642856,0.8562960695509247,0.999999996036423
195,0.195,1,0.1771653496531109,0.8577259479396455,0.9999999964025615
196,0.196,1,0.17798777310058445,0.8591415988449883,0.9999999967313465
197,0.197,1,0.17880937454107648,0.8605431638165191,0.9999999970343715
198,0.198,1,0.17963015479596212,0.8619307829893844,0.9999999973120579
199,0.199,1,0.18045011468576416,0.8633045950975196,0.9999999975644059
200,0.2,1,0.1812692550301533,0.8646647374866616,0.9999999977914155
201,0.201,1,0.1820875766479479,0.8660113461271687,0.9999999979930912
202,0.202,1,0.18290508035711417,0.8673445556266434,0.9999999981753216
203,0.203,1,0.1837217669747661,0.8686644992864584,0.9999999983433646
204,0.20400000000000001,1,0.18453763731716544,0.8699713093065737,0.9999999984972203
205,0.20500000000000002,1,0.18535269219972167,0.8712651164105001,0.9999999986368886
206,0.20600000000000002,1,0.18616693243699217,0.8725460499850362,0.9999999987623694
207,0.20700000000000002,1,0.18698035884268197,0.8738142381277519,0.9999999988969187
208,0.20800000000000002,1,0.18779297222964397,0.8750698076593381,0.9999999990809454
209,0.209,1,0.1886047734098788,0.8763128841357879,0.9999999992563143
210,0.21,1,0.1894157631945349,0.87754359186041,0.9999999994230254
211,0.211,1,0.19022594239390847,0.8787620538956723,0.9999999995810787
212,0.212,1,0.1910353118174435,0.8799683920748779,0.9999999997304742
213,0.213,1,0.19184387227373173,0.8811627270136713,0.9999999998712118
214,0.214,1,0.19265162457051274,0.882345178121377,1.0000000000032916
215,0.215,1,0.19345856951467383,0.8835158636121692,1.0000000001267135
216,0.216,1,0.1942647079122501,0.8846749005160719,1.0000000002414777
217,0.217,1,0.19507004056842445,0.8858224046897919,1.0000000003475842
218,0.218,1,0.1958745682875275,0.886958490827382,1.000000000445033
219,0.219,1,0.1966782918730377,0.8880832725869602,1.0000000005338237
220,0.22,1,0.1974812121275813,0.8891968626255204,1.0000000006139564
221,0.221,1,0.1982833298529323,0.890299372311287,1.0000000006854317
222,0.222,1,0.1990846458500124,0.8913909118994188,1.000000000748249
223,0.223,1,0.19988516091889125,0.8924715905463799,1.0000000008024086
224,0.224,1,0.2006848758587861,0.8935415163204641,1.0000000008479102
225,0.225,1,0.20148379146806214,0.8946007962121766,1.0000000008847543
226,0.226,1,0.20228190761016782,0.8956495361444714,1.0000000009129404
227,0.227,1,0.20307922708859993,0.8966878409828462,1.0000000009324685
228,0.228,1,0.20387574964199257,0.8977158145452926,1.0000000009433392
229,0.229,1,0.2046714760676428,0.8987335596121038,1.0000000009455516
230,0.23,1,0.2054664071619979,0.8997411779355388,1.0000000009391066
231,0.231,1,0.2062605437206562,0.9007387702493422,1.0000000009240035
232,0.232,1,0.20705388653836787,0.9017264362781213,1.000000000900243
233,0.233,1,0.2078464364090358,0.90270427474658,1.0000000008678243
234,0.234,1,0.20863819412571633,0.9036723833922428,1.000000000826748
235,0.23500000000000001,1,0.2094291604806203,0.9046308591485362,1.0000000007770138
236,0.23600000000000002,1,0.21021933626511363,0.9055797979502883,1.0000000007186216
237,0.23700000000000002,1,0.21100872226971837,0.9065192946958966,1.000000000689703
238,0.23800000000000002,1,0.21179731928411338,0.9074494433384261,1.0000000007141705
239,0.23900000000000002,1,0.2125851280971353,0.9083703368946981,1.000000000736305
240,0.24,1,0.2133721494967793,0.9092820674542588,1.0000000007561065
241,0.241,1,0.21415838427019995,0.910184726188224,1.0000000007735748
242,0.242,1,0.21494383320371202,0.911078403358002,1.0000000007887102
243,0.243,1,0.21572849708279138,0.9119631883238946,1.0000000008015124
244,0.244,1,0.21651237669207576,0.9128391695535739,1.0000000008119818
245,0.245,1,0.21729547281536568,0.9137064346304395,1.000000000820118
246,0.246,1,0.21807778623562518,0.9145650702618504,1.000000000825921
247,0.247,1,0.21885931773498274,0.915415162287237,1.0000000008293912
248,0.248,1,0.21964006809473213,0.9162567956860885,1.0000000008305283
249,0.249,1,0.22042003809533314,0.9170900545858199,1.0000000008293324
250,0.25,1,0.2211992285164125,0.9179150222959654,1.0000000008258034
251,0.251,1,0.22197764013676471,0.9187317814484046,1.0000000008199414
252,0.252,1,0.22275527373435292,0.919540413749195,1.0000000008117462
253,0.253,1,0.22353213008630957,0.9203410000651391,1.0000000008012182
254,0.254,1,0.22430820996893755,0.9211336204573011,1.000000000788357
255,0.255,1,0.22508351415771072,0.9219183541887319,1.0000000007731626
256,0.256,1,0.22585804342727495,0.9226952797320899,1.0000000007556353
257,0.257,1,0.22663179855144888,0.9234644747771559,1.000000000735775
258,0.258,1,0.22740478030322475,0.9242260162382433,1.0000000007135816
259,0.259,1,0.2281769894547693,0.9249799802615034,1.0000000006890553
260,0.26,1,0.22894842677742452,0.9257264422321251,1.0000000006621959
261,0.261,1,0.22971909304170854,0.9264654767814294,1.0000000006330032
262,0.262,1,0.2304889890173165,0.9271971577938601,1.0000000006014778
263,0.263,1,0.23125811547312122,0.9279215584138675,1.000000000567619
264,0.264,1,0.2320264731771743,0.9286387510526881,1.0000000005314273
265,0.265,1,0.23279406289670676,0.9293488073950196,1.0000000004929028
266,0.266,1,0.23356088539812994,0.9300517984414506,1.000000000452045
267,0.267,1,0.2343269414470363,0.9307477946786354,1.0000000004590035
268,0.268,1,0.23509223180820038,0.93143686566504,1.0000000004473426
269,0.269,1,0.23585675725256364,0.93211908031182,1.000000000435682
270,0.27,1,0.2366205185631612,0.9327945068431392,1.0000000004240213
271,0.271,1,0.2373835165048261,0.9334632128028268,1.0000000004123604
272,0.272,1,0.23814575184052156,0.9341252650609332,1.0000000004006997
273,0.273,1,0.23890722533242956,0.9347807298201857,1.000000000389039
274,0.274,1,0.23966793774195155,0.935429672622345,1.0000000003773781
275,0.275,1,0.24042788982970995,0.9360721583544632,1.0000000003657175
276,0.276,1,0.2411870823555491,0.936708251255044,1.0000000003540568
277,0.277,1,0.2419455160785364,0.9373380149201072,1.000000000342396
278,0.278,1,0.24270319175696353,0.9379615123091575,1.0000000003307352
279,0.279,1,0.24346011014834754,0.938578805751059,1.0000000003190745
280,0.28,1,0.2442162720094319,0.9391899569498159,1.0000000003074137
281,0.281,1,0.24497167809618772,0.9397950269921561,1.000000000295753
282,0.28200000000000003,1,0.2457263291638149,0.9403940764753126,1.0000000002840923
283,0.28300000000000003,1,0.24648022596674318,0.940987165372313,1.0000000002724314
284,0.28400000000000003,1,0.24723336925863332,0.9415743529956595,1.0000000002607707
285,0.28500000000000003,1,0.24798575979237825,0.9421556980667478,1.00000000024911
286,0.28600000000000003,1,0.2487373983201041,0.9427312587215614,1.0000000002374492
287,0.28700000000000003,1,0.24948828559317152,0.943301092516299,1.0000000002257885
288,0.28800000000000003,1,0.2502384223621766,0.9438652564329366,1.0000000002141278
289,0.289,1,0.2509878093769521,0.9444238068847237,1.000000000202467
290,0.29,1,0.25173644738656864,0.9449767997216173,1.0000000001908063
291,0.291,1,0.2524843371393358,0.9455242902356538,1.0000000001791456
292,0.292,1,0.25323147938280316,0.9460663331662595,1.0000000001674847
293,0.293,1,0.25397787486376144,0.9466029827055034,1.000000000155824
294,0.294,1,0.25472352432824374,0.9471342925032906,1.0000000001441633
295,0.295,1,0.25546842852152674,0.9476603156725005,1.0000000001325025
296,0.296,1,0.2562125881881314,0.9481811047940688,1.0000000001208418
297,0.297,1,0.2569560040718248,0.9486967119220165,1.000000000116367
298,0.298,1,0.2576986769156205,0.9492071885884262,1.0000000001159894
299,0.299,1,0.25844060746178027,0.9497125858083671,1.0000000001156117
300,0.3,1,0.25918179645181494,0.9502129540847705,1.0000000001152343
301,0.301,1,0.2599222446264855,0.9507083434235067,1.0000000001148566
302,0.302,1,0.26066195272580445,0.9511988034637269,1.0000000001144789
303,0.303,1,0.2614009214890367,0.9516843832845359,1.0000000001141014
304,0.304,1,0.2621391516547008,0.9521651314397195,1.0000000001137237
305,0.305,1,0.26287664396057014,0.9526410960007242,1.0000000001133462
306,0.306,1,0.263613399143674,0.953112324561707,1.0000000001129685
307,0.307,1,0.2643494179402986,0.9535788642445627,1.0000000001125908
308,0.308,1,0.26508470108598836,0.9540407617039329,1.0000000001122133
309,0.309,1,0.2658192493155471,0.9544980631321957,1.0000000001118357
310,0.31,1,0.2665530633630389,0.9549508142644386,1.0000000001114582
311,0.311,1,0.26728614396178957,0.9553990603834187,1.0000000001110805
312,0.312,1,0.2680184918443874,0.955842846324507,1.000000000110703
313,0.313,1,0.26875010774268476,0.956282216480624,1.0000000001103253
314,0.314,1,0.2694809923877987,0.9567172148071633,1.0000000001099476
315,0.315,1,0.2702111465101125,0.95714788482691,1.0000000001095701
316,0.316,1,0.27094057083927675,0.9575742696349501,1.0000000001091924
317,0.317,1,0.2716692661042101,0.9579964119035771,1.000000000108815
318,0.318,1,0.272397233033101,0.9584143538871959,1.0000000001084373
319,0.319,1,0.27312447235340825,0.9588281374272244,1.0000000001080596
320,0.32,1,0.2738509847918625,0.9592378039569968,1.000000000107682
321,0.321,1,0.27457677107446726,0.9596433944592432,1.0000000001073044
322,0.322,1,0.2753018319265001,0.9600449492760759,1.000000000106927
323,0.323,1,0.2760261680725136,0.9604425085234315,1.0000000001065492
324,0.324,1,0.27674978023633673,0.96083611195424,1.0000000001061715
325,0.325,1,0.2774726691410757,0.9612257989265006,1.000000000105794
326,0.326,1,0.27819483550911545,0.9616116084074,1.0000000001054163
327,0.327,1,0.2789162800621203,0.9619935789774081,1.0000000001050389
328,0.328,1,0.2796370035210357,0.9623717488343525,1.0000000001046612
329,0.329,1,0.2803570066060888,0.9627461557974739,1.0000000001042837
330,0.33,1,0.2810762900367898,0.9631168373114618,1.000000000103906
331,0.331,1,0.2817948545319331,0.9634838304504731,1.0000000001035283
332,0.332,1,0.2825127008095985,0.963847171922134,1.0000000001031508
333,0.333,1,0.2832298295871522,0.9642068980715255,1.0000000001027731
334,0.334,1,0.283946241581248,0.9645630448851553,1.0000000001023956
335,0.335,1,0.2846619375078282,0.9649156479949155,1.000000000102018
336,0.336,1,0.2853769180821253,0.9652647426820281,1.0000000001016403
337,0.337,1,0.28609118401866246,0.9656103638809788,1.0000000001012628
338,0.338,1,0.28680473603125517,0.965952546183441,1.000000000100885
339,0.339,1,0.28751757483301194,0.9662913238421896,1.0000000001005076
340,0.34,1,0.28822970113639074,0.9666267307750078,1.00000000010013
341,0.341,1,0.2889411156560194,0.966958800505759,1.0000000000997522
342,0.342,1,0.28965181910472837,0.9672875660930743,1.0000000000993747
343,0.343,1,0.2903618121930525,0.9676130604018708,1.000000000098997
344,0.34400000000000003,1,0.29107109563083083,0.967935315979249,1.0000000000986196
345,0.34500000000000003,1,0.29177967012720785,0.9682543650486342,1.0000000000982419
346,0.34600000000000003,1,0.29248753639063474,0.9685702395130724,1.0000000000978642
347,0.34700000000000003,1,0.2931946951288707,0.9688829709585008,1.0000000000974867
348,0.34800000000000003,1,0.2939011470489838,0.9691925906569931,1.000000000097109
349,0.34900000000000003,1,0.2946068928573524,0.9694991295699819,1.0000000000967315
350,0.35000000000000003,1,0.29531193325966637,0.9698026183514562,1.0000000000963538
351,0.35100000000000003,1,0.296016268960928,0.9701030873511385,1.0000000000959763
352,0.352,1,0.2967199006654534,0.9704005666176364,1.0000000000955986
353,0.353,1,0.29742282907687373,0.9706950859015763,1.000000000095221
354,0.354,1,0.29812505489813623,0.9709866746587124,1.0000000000948435
355,0.355,1,0.2988265788315054,0.9712753620530185,1.0000000000944658
356,0.356,1,0.2995274015785643,0.9715611769597579,1.0000000000940883
357,0.357,1,0.30022752384021556,0.9718441479685352,1.0000000000937106
358,0.358,1,0.3009269463166828,0.9721243033863289,1.000000000093333
359,0.359,1,0.30162566970751165,0.9724016712405064,1.0000000000929554
360,0.36,1,0.3023236947115709,0.9726762792818208,1.0000000000925777
361,0.361,1,0.3030210220270538,0.9729481549509243,1.0000000000922002
362,0.362,1,0.3037176523514791,0.9732173253898251,1.0000000000918225
363,0.363,1,0.3044135863816923,0.9734838175142749,1.0000000000914449
364,0.364,1,0.3051088248138671,0.9737476579728613,1.0000000000910674
365,0.365,1,0.3058033683435059,0.9740088731493703,1.0000000000906897
366,0.366,1,0.3064972176654418,0.9742674891654821,1.0000000000903122
367,0.367,1,0.3071903734738391,0.9745235318834453,1.0000000000899345
368,0.368,1,0.30788283646219494,0.9747770269087298,1.000000000089557
369,0.369,1,0.30857460732334024,0.9750279995926584,1.0000000000891793
370,0.37,1,0.30926568674944094,0.9752764750350176,1.0000000000888016
371,0.371,1,0.30995607543199916,0.9755224780866489,1.0000000000884242
372,0.372,1,0.3106457740618545,0.9757660333520202,1.0000000000880465
373,0.373,1,0.31133478332918507,0.9760071651917764,1.000000000087669
374,0.374,1,0.31202310392350874,0.9762458977252745,1.0000000000872913
375,0.375,1,0.3127107365336843,0.9764822548330959,1.0000000000869136
376,0.376,1,0.3133976818479127,0.976716260159545,1.0000000000865361
377,0.377,1,0.3140839405537381,0.976947937115127,1.0000000000861584
378,0.378,1,0.3147695133380492,0.9771773088790101,1.000000000085781
379,0.379,1,0.3154544008870803,0.9774043984014712,1.0000000000854032
380,0.38,1,0.3161386038864127,0.9776292284059679,1.0000000000850255
381,0.381,1,0.31682212302097545,0.9778518213450151,1.000000000084648
382,0.382,1,0.31750495897504705,0.9780721994504448,1.0000000000842704
383,0.383,1,0.31818711243225617,0.978290384760495,1.000000000083893
384,0.384,1,0.3188685840755832,0.9785063990940346,1.0000000000835152
385,0.385,1,0.3195493745873612,0.9787202640527366,1.0000000000831377
386,0.386,1,0.3202294846492772,0.978932001023231,1.00000000008276
387,0.387,1,0.3209089149423732,0.9791416311792366,1.0000000000823823
388,0.388,1,0.3215876661470477,0.979349175483672,1.0000000000820048
389,0.389,1,0.3222657389430565,0.9795546546907458,1.0000000000816271
390,0.39,1,0.322943134009514,0.9797580893480277,1.0000000000812497
391,0.391,1,0.3236198520248946,0.9799594997984988,1.000000000080872
392,0.392,1,0.3242958936670337,0.9801589061825833,1.0000000000804943
